id,e-search,e-entry,t-entry,e-cat,t-related,e-syn,e-ant
80067,wantonness,wantonness,ความมัวเมาในเรื่องทางเพศ,N,"ความหมกมุ่นกับกามตัณหา, ความมัวเมาในตัณหาราคะ",lasciviousness; libidinousness; licentiousness,
80068,war,war,สงคราม,N,สถานการณ์ต่อสู้กันด้วยอาวุธร้ายแรง,battle; combat; fight,
80069,war,war,ระยะเวลาที่ทำสงคราม,N,ช่วงเวลาระหว่างสงคราม,,
80070,war,war,ความพยายามที่จะกำจัดสิ่งที่เป็นอันตรายให้หมดไป,N,,,
80071,war,war,ทำสงคราม,VI,ต่อสู้,,
80072,war baby,war baby,เด็กที่เกิดในช่วงสงคราม,N,,,
80073,war crime,war crime,อาชญากรรมระหว่างสงคราม,N,,,
80074,war criminal,war criminal,การก่ออาชญากรรมระหว่างสงคราม,N,,,
80075,war cry,war cry,เสียงกู่ร้องก่อนการทำสงครามของทหาร,N,,battle cry,
80076,war cry,war cry,คติพจน์ที่ใช้ในการเรียกร้องความสามัคคี,N,คำขวัญที่ใช้ในการเรียกร้องความสามัคคี,,
80077,war dance,war dance,การเต้นระบำฉลองเพื่อชัยชนะก่อนหรือหลังการรบ,N,เช่น การเต้นรำของชนพื้นเมืองอเมริกัน,,
80078,war game,war game,การซ้อมรบ (ทางทหาร),N,,,
80079,war god,war god,เทพเจ้าสงคราม,N,,,
80080,war nose,war nose,หัวกระสุน,N,,,
80081,war paint,war paint,สีทาหน้าและตัวของอินเดียนแดงก่อนรบ,N,,,
80082,war whoop,war whoop,การโห่ร้องเข้าโจมตี,N,,,
80083,war zone,war zone,บริเวณที่มีการทำสงคราม,N,เขตสงคราม,,
80084,warble,warble1,ร้อง (เพลง),VT,,carol; sing,
80085,warble,warble1,ร้อง (เพลง),VI,,carol; sing; vocalize,
80086,warble,warble1,การร้องเสียงสั่นรัว,N,,,
80087,warble,warble1,เสียงสั่นรัว,N,,,
80088,warble,warble2,เนื้องอกซึ่งมีลักษณะเป็นก้อนเล็กและแข็งบนหลังม้า โค หรือกระบือ,N,,,
80089,warbler,warbler,นกกระจิบในตระกูล Parulidae ในอเมริกา,N,,,
80090,warbler,warbler,นกที่มีเสียงร้องไพเราะตระกูล Silviidae แถบยุโรปและเอเชีย,N,,,
80091,ward,ward,เขตเลือกตั้ง (ทางการเมือง),N,,,
80092,ward,ward,แผนกในโรงพยาบาลที่มีคนไข้ประเภทเดียวกัน,N,,conton; department; parish; arrondissement,
80093,ward,ward,เขตต่างๆ ในเรือนจำ,N,,,
80094,ward,ward,เด็กหรือผู้เยาว์ที่อยู่ในความคุ้มครองของศาล หรือผู้ปกครอง,N,,adopted child; foster child; orphan,
80095,ward,ward,บริเวณที่เปิดโล่งภายในคอกปศุสัตว์,N,,,
80096,ward,ward,ท่าทางการเคลื่อนไหวในการป้องกัน เช่น ในการฟันดาบ,N,,,
80097,ward,ward,ป้องกัน (คำโบราณ),VT,,guard; protect; safeguard,
80098,warded,warded,ซึ่งมีรูกุญแจ,ADJ,"ซึ่งมีรู, ซึ่งมีช่อง",,
80099,warden,warden,พัศดีเรือนจำ,N,,jailer; turnkey; warder,
80100,warden,warden,เจ้าหน้าที่ผู้ทำหน้าที่ดูแลสถาบัน (เช่น โรงเรียน วิทยาลัย),N,,,
80101,wardenship,wardenship,ตำแหน่งหรืออำนาจของผู้ดูแล,N,,,
80102,warder,warder,ผู้คุม,N,พัศดี,jailer; turnkey; warden,
80103,wardership,wardership,การเป็นผู้คุม,N,,,
80104,wardress,wardress,ผู้คุมที่เป็นหญิง,N,พัศดีหญิง,,
80105,wardrobe,wardrobe,ตู้เสื้อผ้า,N,,closet,
80106,wardrobe,wardrobe,เสื้อผ้าทั้งหมดของผู้ใดผู้หนึ่ง,N,,,
80107,wardrobe dealer,wardrobe dealer,พ่อค้าขายเสื้อผ้าเก่าๆ,N,,,
80108,wardrobe trunk,wardrobe trunk,กระเป๋าเสื้อผ้าใบใหญ่ที่แขวนเสื้อผ้าได้,N,,,
80109,wardroom,wardroom,นายทหารในเรือรบ (ยกเว้นผู้บังคับการเรือ),N,,,
80110,wardroom,wardroom,ห้องนายทหาร (ยกเว้นผู้บังคับการเรือ),N,,,
80111,wardship,wardship,สภาวะที่อยู่ภายใต้การคุ้มกัน,N,,custody; guardianship,
80112,wardship,wardship,การคุ้มกัน,N,การปกป้อง,,
80113,ware,ware1,วัตถุที่ทำมาจากวัสดุประเภทเดียวกัน,N,,,
80114,ware,ware1,เครื่องปั้นดินเผา,N,เซรามิกส์,ceramics,
80115,ware,ware2,ระมัดระวัง (คำโบราณ),VI,,beware,
80116,ware,ware2,ระมัดระวัง (คำโบราณ),VT,,beware,
80117,warehouse,warehouse,โกดังสินค้า,N,"คลังสินค้า, โรงพัสดุ",depository; repository; storehouse,
80118,warehouse,warehouse,เก็บไว้ในโกดัง,VT,,,
80119,warehouse,warehouse,นำบุคคลไปไว้ในที่ที่ไม่ได้รับการดูแลเพียงพอ (คำไม่เป็นทางการ),VT,,,
80120,warehouseman,warehouseman,เจ้าของโกดังสินค้า,N,,warehouser,
80121,warehouseman,warehouseman,ผู้ที่ทำงานในโกดังสินค้า,N,,,
80122,warehouser,warehouser,เจ้าของโกดังสินค้า,N,,warehouseman,
80123,warehouser,warehouser,ผู้ที่ทำงานในโกดังสินค้า,N,,,
80124,wareroom,wareroom,ห้องเก็บสินค้า,N,ห้องแสดงสินค้า,,
80125,wares,wares,สินค้า,N,,goods; merchandise; product,
80126,warfare,warfare,การทำสงคราม,N,"การสู้รบ, การสงคราม",,
80127,warfare,warfare,ความขัดแย้ง,N,,conflict; struggle; strife,
80128,warfarin,warfarin,สารพิษใช้เป็นยาฆ่าหนู,N,,,
80129,warhead,warhead,ส่วนของขีปนาวุธที่ใช้บรรจุวัตถุระเบิด,N,หัวรบ,,
80130,warhorse,warhorse,ม้าที่ใช้ในการศึกสงคราม,N,ม้าศึก,charger,
80131,warhorse,warhorse,ทหารที่ผ่านการศึกมาหลายครั้ง,N,ผู้ที่ผ่านปัญหาความขัดแย้งมาหลายครั้ง,,
80132,warily,warily,อย่างระมัดระวัง,ADV,โดยระมัดระวัง,alertly; cautiously; watchfully,carelessly; unguardedly; unvigilantly
80133,wariness,wariness,ความระมัดระวัง,N,,alertness; cautiousness; watchfulness,
80134,warlike,warlike,ที่เป็นศัตรู,ADJ,ที่ไม่เป็นมิตร,belligerent; hostile,
80135,warlike,warlike,ที่เกี่ยวกับสงคราม,ADJ,,,
80136,warlike,warlike,ที่ชอบทำสงคราม,ADJ,ที่ชอบให้เกิดสงคราม,,
80137,warlock,warlock,ผู้ที่มีเวทมนตร์,N,,sorcerer; wizard,
80138,warlord,warlord,ผู้นำทหาร,N,,bandit; dictator; boss,
80139,warlordism,warlordism,การเป็นผู้นำทางทหาร,N,,,
80140,warm,warm,อุ่น,ADJ,อบอุ่นสบาย,lukewarm; tepid,
80141,warm,warm,ที่ทำให้อุ่น,ADJ,ที่ป้องกันความหนาวเย็น,,
80142,warm,warm,ที่เป็นมิตร,ADJ,ที่มีไมตรีจิต,cordial; friendly; gracious,
80143,warm,warm,ที่เต็มไปด้วยอารมณ์รุนแรง,ADJ,,passionate,
80144,warm,warm,ที่มีความกระตือรือร้น,ADJ,,ardent; enthusiastic; fervent,
80145,warm,warm,ที่โกรธได้ง่าย,ADJ,ที่อารมณ์เสียง่าย,,
80146,warm,warm,(สี) ที่ให้ความรู้สึกอบอุ่นสบาย (เช่น สีแดง สีเหลือง),ADJ,,,
